"CALL","QSO_DATE","TIME_ON","TIME_OFF","BAND","MODE","RST_SENT","RST_RCVD","QSL_SENT","QSL_SENT_VIA","APP_EQSL_AG","GRIDSQUARE","STATION_CALLSIGN","FREQ","CONTEST_ID","FREQ_RX","OPERATOR","CQZ","STX","APP_N1MM_POINTS","APP_N1MM_RADIO_NR","APP_N1MM_CONTINENT","APP_N1MM_RUN1RUN2","APP_N1MM_RADIOINTERFACED","APP_N1MM_ISORIGINAL","APP_N1MM_NETBIOSNAME","APP_N1MM_ISRUNQSO","APP_N1MM_ID","APP_N1MM_CLAIMEDQSO","SWL","QSLMSG_INTL","QSLMSG","TX_PWR"
"UK8IAR","20200407","0646",,"20M","FT8","-11","","Y","E",,,,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"9A1AD","20200407","0800",,"80M","FT8","-12","","Y","E","Y","JN85XE",,,,,,,,,,,,,,,,,,,,,
"DO2IO","20200407","0806",,"80m","FT8","-4","","Y","E","Y","JN39OI",,,,,,,,,,,,,,,,,,,,,
"Z35T","20200407","0836",,"20M","MFSK","-01","","Y","E","Y","KN11CS",,,,,,,,,,,,,,,,,,,,,
"RJ9I","20200407","0912",,"20M","MFSK","+05","","Y","E","Y","NO47bh",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"PD1BHZ","20200407","1003",,"10M","FT8","-01","","Y","E","Y","JO22UK",,,,,,,,,,,,,,,,,,,,,
"9J2BS","20200407","1839",,"15M","FT8","-01","","Y","E","Y","KH47cm",,,,,,,,,,,,,,,,,,,,,"80.0000"
"WA4MIT","20200407","1852",,"20M","MFSK","-15","","Y","E","Y","EM63eh",,,,,,,,,,,,,,,,,,,,"Tnx 73 GL",
"J68HZ","20200408","0621",,"40M","FT8","-12","","Y","E","Y","FK93lu",,,,,,,,,,,,,,,,,,,,,
"J68HZ","20200408","0622",,"40M","FT8","-12","","Y","E","Y","FK93lu",,,"DX",,,,,,,,,,,,,,,,,,
"R6H-212","20200408","0622",,"40M","FT8","-9","","Y","E","Y","LN05UJ",,,,,,,,,,,,,,,,,,,,"J68HZ",
"A65DF","20200408","0758",,"17M","FT8","-14","","Y","E","Y","LL75pd",,,,,,,,,,,,,,,,,,,,,
"LZ2RR","20200408","0802",,"20M","MFSK"," 09","","Y","E","Y","kn12pp",,,,,,,,,,,,,,,,,,,,"FT4 Sent:  09 Rcvd:  10",
"UT4WT","20200408","0806",,"30M","FT8","-03","","Y","E","Y","KO20DC",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"4K6OF","20200408","1147",,"17M","FT8","-05","","Y","E","Y","LN40VI",,,,,,,,,,,,,,,,,,,,,
"WA9PIE","20200408","1438",,"20M","MFSK"," 09","","Y","E","Y","EM13of",,,,,,,,,,,,,,,,,,,,,
"ZA/IW2JOP","20200408","1444",,"20M","MFSK","-03","","Y","E","Y","km09au",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -03  Rcvd: +03",
"KB1WSR","20200408","1451",,"20M","FT8","-02","","Y","E","Y","FN42go",,,,,,,,,,,,,,,,,,,,,
"9K2NO","20200408","1728",,"30M","FT8","-08","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"9K2NO","20200408","1729",,"30M","FT8","-08","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"KA4TLC","20200409","0613",,"40M","MFSK","-04","","Y","E","Y","FM04nt",,,,,,,,,,,,,,,,,,,,,
"9A2GB","20200409","1153",,"20M","MFSK","+07","","Y","E","Y","JN75ut",,,,,,,,,,,,,,,,,,,,,
"UA9ZO","20200410","1024",,"20M","MFSK","-02","","Y","E","Y","NO21XX",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HA7NB","20200410","1027",,"20M","MFSK","+02","","Y","E","Y","KN07lh",,,,,,,,,,,,,,,,,,,,,
"OH2BFG","20200410","1029",,"20M","MFSK","-04","","Y","E","Y","KP20LF",,,,,,,,,,,,,,,,,,,,,
"LA7OY","20200410","1030",,"20M","MFSK","-09","","Y","E","Y","JP77QG",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -09  Rcvd: -04",
"LA7OY","20200410","1032",,"20M","MFSK","-11","","Y","E","Y","JP77QG",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -11  Rcvd: -04",
"IU8JCQ","20200410","1035",,"20M","MFSK","-07","","Y","E","Y","JN70",,,,,,,,,,,,,,,,,,,,,
"SP8FJF","20200410","1036",,"20M","MFSK","-01","","Y","E","Y","KO11IF",,,,,,,,,,,,,,,,,,,,"TNX for the QSO, 73 de Zibi",
"EA9ACD","20200410","1101",,"20M","FT8","-02","","Y","E","Y","im75iv",,,,,,,,,,,,,,,,,,,,,
"PD1JFB","20200410","1629",,"20M","MFSK","+02","","Y","E","Y","jo22jp",,,,,,,,,,,,,,,,,,,,,
"EW8AP","20200410","1702",,"40M","MFSK"," 10","","Y","E","Y","KO42KP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"IK1WGX","20200410","1709",,"40M","MFSK","+13","","Y","E","Y","JN44AQ",,,,,,,,,,,,,,,,,,,,,
"IK4JOD","20200410","1711",,"40M","MFSK","-09","","Y","E","Y","JN63HW",,,,,,,,,,,,,,,,,,,,"OTTIMO COLLEGAMENTO 73",
"SP2QCW","20200410","1712",,"40M","MFSK","+09","","Y","E","Y","JO93LR",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +09  Rcvd: +04",
"SQ2AF","20200410","1713",,"40M","MFSK","+04","","Y","E","Y","JO94gl",,,,,,,,,,,,,,,,,,,,,
"R2DK","20200410","1718",,"40M","MFSK","04","","Y","E","Y","KO85wx",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"OM5ZU","20200410","1718",,"40M","MFSK","+08","","Y","E","Y","JN98BH",,,,,,,,,,,,,,,,,,,,,
"EG5WRD","20200410","1721",,"40M","MFSK","-09","","Y","E",,"im98oj",,,,,,,,,,,,,,,,,,,,,
"EG5WRD","20200410","1721",,"40M","MFSK","-09","","Y","E",,"im98oj",,,,,,,,,,,,,,,,,,,,,
"LZ3GW","20200412","1155",,"10M","FT8","+00","","Y","E","Y","kn21ic",,,,,,,,,,,,,,,,,,,,,
"UR5ZIW","20200412","1159",,"10M","FT8","-16","","Y","E","Y","KN67CC",,,,,,,,,,,,,,,,,,,,,
"UT5CO","20200412","1206",,"10M","FT8","-24","","Y","E","Y","KN58cr",,,,,,,,,,,,,,,,,,,,,
"YB7SKM","20200412","1733",,"20M","MFSK","-08","","Y","E","Y","OI67WT",,,,,,,,,,,,,,,,,,,,,
"KP4JRS","20200412","1745",,"20M","MFSK","-07","","Y","E","Y","FK68XI",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -07  Rcvd: -14",
"HA1019SWL","20200414","0519",,"40M","FT8","-17","","Y","E","Y","JN87HF",,,,,,,,,,,,,,,,,,,,,
"S50WAAD","20200414","0615",,"40M","MFSK","+09","","Y","E",,"JN65tx",,,,,,,,,,,,,,,,,,,,,"100.0000"
"PA3PM","20200414","0811",,"6M","FT8"," 11","","Y","E","Y","JO22ji",,,,,,,,,,,,,,,,,,,,,
"TT8SN","20200414","0916",,"20M","FT8","+00","","Y","E","Y","JK72MC",,,"DX",,,,,,,,,,,,,,,,,,
"ER1PB","20200414","0955",,"15M","FT8","-16","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"PA1FER","20200414","1301",,"6M","FT8","599","","Y","E","Y","jo22mq",,,,,,,,,,,,,,,,,,,,,
"EA7DGC","20200414","1725",,"10M","FT8","-06","","Y","E","Y","IM77CE",,,,,,,,,,,,,,,,,,,,"TNX For QSO Tu 73+88",
"RA2FU","20200415","1002",,"20M","MFSK","-16","","Y","E","Y","KO04WP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"AO895W","20200415","1804",,"20M","MFSK","-03","","Y","E",,"IL38DV",,,,,,,,,,,,,,,,,,,,,
"RW6AB","20200415","1810",,"20M","MFSK","+00","","Y","E","Y","KN95ma",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +00  Rcvd: -08",
"YT5M","20200415","1814",,"30M","FT8","-17","","Y","E","Y","jn94us",,,,,,,,,,,,,,,,,,,,,
"DL0121SWL","20200415","1825",,"80m","FT8","S-15/R-7","","Y","E","Y","JN59MO",,,,,,,,,,,,,,,,,,,,"I cfm ur QSO wid OM7AX. Pse QSL via eqsl.cc--73",
"CT7ADH","20200416","0727",,"40M","FT8","-02","","Y","E","Y","IM59RG",,,,,,,,,,,,,,,,,,,,"73's and Good contacts",
"9M8DEN","20200416","1429",,"15M","FT8","-10","","Y","E","Y","OJ51EM",,,,,,,,,,,,,,,,,,,,,
"DJ6SX","20200417","0849",,"6M","FT8","-04","","Y","E","Y","JO31GQ",,,,,,,,,,,,,,,,,,,,,
"HG5OGI","20200417","1404",,"20M","MFSK"," 10","","Y","E","Y","jn97om",,,,,,,,,,,,,,,,,,,,,
"PE0TS","20200417","1411",,"6M","FT8","-05","","Y","E","Y","JO32KH",,,,,,,,,,,,,,,,,,,,,
"ON8KW","20200417","1413",,"6M","FT8","-11","","Y","E","Y","JO20BW",,,,,,,,,,,,,,,,,,,,"TNX, 73",
"CU3HN","20200417","1655",,"20M","FT8","-03","","Y","E",,"HM68JP",,,,,,,,,,,,,,,,,,,,,
"CU3HN","20200417","1655",,"20M","FT8","-03","","Y","E",,"HM68JP",,,,,,,,,,,,,,,,,,,,,
"ZS6NL","20200417","1718",,"20M","MFSK","+18","","Y","E",,"KG44EJ",,,,,,,,,,,,,,,,,,,,,
"PY5JO","20200417","1730",,"20M","MFSK","-06","","Y","E","Y","GG54ho",,,,,,,,,,,,,,,,,,,,,
"7X2GK","20200418","1302",,"20M","FT8","00","","Y","E","Y","jm16kd",,,,,,,,,,,,,,,,,,,,"Tnx for QSO , 73 de 7X2GK  Kamel",
"EW7BU/P","20200419","0948",,"20M","FT8","-11","","Y","E","Y","KO43ND",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EW7BU/P","20200419","0949",,"20M","FT8","-11","","Y","E","Y","KO43ND",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EU7WW/P","20200419","0949",,"20M","FT8","-11","","Y","E","Y","KO42JX",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EW7BU","20200419","0949",,"20M","FT8","-11","","Y","E","Y","KO43ND",,,,,,,,,,,,,,,,,,,,,
"AO795URI","20200419","1015",,"30M","CW","599","","Y","E","Y","im86su",,,"DXPED",,,,,,,,,,,,,,,,,,
"RA3AKU","20200419","1313",,"20M","FT8","-03","","Y","E","Y","ko85qu",,,,,,,,,,,,,,,,,,,,,
"RN3TG","20200419","1315",,"20M","FT8","-10","","Y","E",,"LO16hx",,,,,,,,,,,,,,,,,,,,,
"R1BEO","20200419","1318",,"20M","FT8","-01","","Y","E","Y","KP50IA",,,,,,,,,,,,,,,,,,,,"TNX For QSO PLS QSL TU 73!.",
"RA3WRK","20200419","1320",,"20M","FT8","-13","","Y","E","Y","KO85kr",,,,,,,,,,,,,,,,,,,,,
"EU1SW","20200419","1324",,"20M","FT8","-03","","Y","E","Y","KO33OK",,,,,,,,,,,,,,,,,,,,,
"RX5F","20200419","1345",,"20M","FT8","-09","","Y","E","Y","KO85VK",,,,,,,,,,,,,,,,,,,,,
"RX5F","20200419","1346",,"20M","FT8","-09","","Y","E","Y","KO85VK",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EK7PP","20200419","1645",,"17M","FT8","-15","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"OM3PQ","20200419","1659",,"30M","MFSK","+01","","Y","E","Y","KN08HS",,,,,,,,,,,,,,,,,,,,,
"R7IW","20200419","1701",,"30M","MFSK","-05","","Y","E","Y","LN35QJ",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R7IW","20200419","1702",,"30M","MFSK","-15","","Y","E","Y","LN35QJ",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"F5RRS","20200419","1703",,"30M","MFSK","+05","","Y","E","Y","JN36EB",,,,,,,,,,,,,,,,,,,,,
"R7IW","20200419","1707",,"30M","MFSK","-08","","Y","E","Y","LN35QJ",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"9A20WARD","20200419","1710",,"30M","MFSK","-01","","Y","E","Y","JN85",,,,,,,,,,,,,,,,,,,,"OP: 9A6NA",
"F4VTG","20200419","1711",,"30M","MFSK","+11","","Y","E","Y","JN12fn",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +11  Rcvd: -10",
"SV1SFZ","20200419","1714",,"30M","MFSK","-08","","Y","E","Y","KM17TX",,,,,,,,,,,,,,,,,,,,,
"HB0TR","20200419","1720",,"40M","FT8","-12","","Y","E","Y","JN47sd",,,,,,,,,,,,,,,,,,,,,
"EX8LI","20200419","1726",,"40M","FT8","-11","","Y","E",,"MN72",,,,,,,,,,,,,,,,,,,,,
"DB1HEF","20200419","1740",,"40M","MFSK","+03","","Y","E","Y","JN57vq",,,,,,,,,,,,,,,,,,,,,
"HB0WR","20200420","0555",,"40M","MFSK","-13","","Y","E","Y","JN47SC",,,,,,,,,,,,,,,,,,,,"Thanks for the QSO, 73 de Waldemar",
"OM4RJ","20200420","0622",,"40M","MFSK","+06","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"EA2EPL","20200420","0623",,"40M","MFSK","+09","","Y","E","Y","IN83LI",,,,,,,,,,,,,,,,,,,,,
"G4DBW","20200420","0802",,"80M","FT8"," 02","","Y","E","Y","JO01ni",,,,,,,,,,,,,,,,,,,,,
"G6ZRV","20200420","0804",,"80M","FT8","+12","","Y","E","Y","JO02NS",,,,,,,,,,,,,,,,,,,,,
"R6A-12","20200420","1337",,"17M","FT8","0","","Y","E","Y","LN04hu",,,,,,,,,,,,,,,,,,,,"You WKD with  9K2HQ . PSE QSL TU 73!.",
"EK7PP","20200420","1739",,"20M","MFSK","-15","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"US2UM","20200420","1748",,"20M","MFSK","-17","","Y","E","Y","KO50ek",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"A65DR","20200421","0632",,"20M","FT8","-11","","Y","E","Y","LL75pb",,,,,,,,,,,,,,,,,,,,,
"PA3RPW","20200421","0714",,"40M","MFSK","+12","","Y","E",,"JO22",,,,,,,,,,,,,,,,,,,,,
"DK7UY","20200421","0717",,"40M","MFSK","-07","","Y","E","Y","JO44OL",,,,,,,,,,,,,,,,,,,,,
"EA9QD","20200421","0718",,"40M","MFSK","-09","","Y","E","Y","IM75IV",,,,,,,,,,,,,,,,,,,,,
"EA6AIU","20200421","0723",,"40M","MFSK","-07","","Y","E","Y","JM19ik",,,,,,,,,,,,,,,,,,,,,"100.0000"
"LY4Z","20200421","1147",,"10M","FT8","+01","","Y","E","Y","KO14WV",,,,,,,,,,,,,,,,,,,,,
"CU2AP","20200421","1212",,"20M","MFSK"," 09","","Y","E","Y","HM77et",,,,,,,,,,,,,,,,,,,,"Tnx qso 73",
"OH1NDA","20200421","1625",,"20M","MFSK","-04","","Y","E","Y","KP10ci",,,,,,,,,,,,,,,,,,,,,
"OE1STAYHOME","20200421","1647",,"40M","CW","599","","Y","E","Y","JN88eg",,,,,,,,,,,,,,,,,,,,,
"YO1STAYHOME","20200421","1716",,"40M","CW","599","","Y","E","Y","KN34BK",,,"DX",,,,,,,,,,,,,,,,,,"100.0000"
"9A5CW","20200421","1735",,"40M","MFSK","+05","","Y","E","Y","jn65xf",,,,,,,,,,,,,,,,,,,,"Tnx, 73 Patrik 9A5CW",
"SZ3STAYHOME","20200421","1738",,"40M","MFSK","-01","","Y","E","Y","KM08VF",,,,,,,,,,,,,,,,,,,,,
"NZ2X","20200421","1741",,"20M","MFSK","-01","","Y","E","Y","EM83ij",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -01  Rcvd: +00",
"J68HZ","20200421","1743",,"20M","MFSK","+01","","Y","E","Y","FK93lu",,,"DX",,,,,,,,,,,,,,,,,,
"A61BK","20200422","0606",,"20M","FT8","24","","Y","E","Y","LL75qg",,,,,,,,,,,,,,,,,,,,"This is BKLog www.bklog.net FT8 robot",
"PD1ROS","20200422","0607",,"20M","FT8","-17","","Y","E","Y","JO22qe",,,,,,,,,,,,,,,,,,,,"73 TNX for QSO",
"HP1RY","20200423","2123",,"20M","FT8","-08","","Y","E","Y","Fj09",,,,,,,,,,,,,,,,,,,,,
"HK4GSO","20200423","2129",,"20M","MFSK","-07","","Y","E","Y","fj26hd",,,,,,,,,,,,,,,,,,,,,
"LU1HW","20200423","2135",,"20M","MFSK","-04","","Y","E",,"FF78RN",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -04  Rcvd: -09",
"9Y4DG","20200423","2138",,"20M","MFSK","-13","","Y","E","Y","FK90GF",,,,,,,,,,,,,,,,,,,,,
"OH6FSO","20200423","2147",,"40M","MFSK"," 17","","Y","E","Y","KP12EO",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73 !",
"9A6ZZ","20200423","2148",,"40M","MFSK","+05","","Y","E","Y","jn75sk",,,,,,,,,,,,,,,,,,,,,
"NU1T","20200423","2151",,"30M","FT8","-17","","Y","E","Y","FN42fv",,,,,,,,,,,,,,,,,,,,,
"HC5T","20200423","2200",,"20M","FT8","-13","","Y","E","Y","FI07lc",,,,,,,,,,,,,,,,,,,,,
"HA1019SWL","20200424","0913",,"20M","FT8","-19","","Y","E","Y","JN87HF",,,,,,,,,,,,,,,,,,,,,
"F20972SWL","20200424","0914",,"20M","FT8","-17","","Y","E","Y","jn38fe",,,,,,,,,,,,,,,,,,,,"/73 SWL STATION RX YOUR QSO: AM95WARD PA1REG",
"SA3CFY","20200424","1639",,"40M","MFSK"," 14","","Y","E","Y","JP80nq",,,,,,,,,,,,,,,,,,,,,
"LZ7MM","20200424","1657",,"30M","MFSK","+08","","Y","E","Y","KN12PR",,,,,,,,,,,,,,,,,,,,,
"UR5VKX","20200424","1658",,"30M","MFSK","05","","Y","E","Y","KN68NP",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"R9JZ","20200425","0943",,"20M","MFSK","04","","Y","E","Y","MP80gw",,,,,,,,,,,,,,,,,,,,"You WKD with FT4  SENT:  04  RCVD: -05 . PSE QSL TU 73!.",
"LA1MNA","20200425","0944",,"20M","MFSK","-18","","Y","E",,"JO29",,,,,,,,,,,,,,,,,,,,,
"ES1JA","20200425","1409",,"10M","FT8","-09","","Y","E","Y","KO29HK",,,,,,,,,,,,,,,,,,,,"For QSO TU 73!.",
"DK4WD","20200425","1450",,"20M","MFSK","+05","","Y","E","Y","jo60kt",,,,,,,,,,,,,,,,,,,,,
"CT2JMA","20200425","1454",,"10M","FT8","-08","","Y","E","Y","IM59PF",,,,,,,,,,,,,,,,,,,,,
"TA7K","20200425","1458",,"10M","FT8","-15","","Y","E",,"KN90UX",,,,,,,,,,,,,,,,,,,,"You WKD with FT8  SENT: -15  RCVD: -04 . PSE QSL TU 73!.",
"MI0ULK","20200426","1726",,"40M","MFSK","+07","","Y","E","Y","IO65PC",,,,,,,,,,,,,,,,,,,,"Thank for the new band 73",
"DL2MGH","20200426","1728",,"40M","MFSK","","","Y","E",,"jn67bu",,,,,,,,,,,,,,,,,,,,,
"J68HZ","20200427","0814",,"30M","FT8","-03","","Y","E","Y","FK93lu",,,,,,,,,,,,,,,,,,,,,
"J68HZ","20200427","0815",,"30M","FT8","-03","","Y","E","Y","FK93lu",,,"DX",,,,,,,,,,,,,,,,,,
"ZS6ZA","20200428","1044",,"15M","FT8","-12","","Y","E","Y","KG43cw",,,,,,,,,,,,,,,,,,,,,
"EW1D","20200428","1055",,"20M","MFSK","09","","Y","E",,,,,,,,,,,,,,,,,,,,,,"You WKD with FT4  SENT: -09  RCVD: -02 . PSE QSL TU 73!.",
"CU5AM","20200428","1842",,"20M","MFSK","-08","","Y","E","Y","HM58VQ",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -08  Rcvd: -03",
"PP5TG","20200428","1844",,"20M","MFSK","+01","","Y","E","Y","GG53KC",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +01  Rcvd: -12","100.0000"
"EA8CZL","20200428","1847",,"20M","MFSK"," 05","","Y","E","Y","il18uk",,,,,,,,,,,,,,,,,,,,"FT4Sent:  05Rcvd: -08",
"ES6DO","20200429","0909",,"10M","FT8"," 04","","Y","E","Y","KO27WX",,,,,,,,,,,,,,,,,,,,"Tnx QSO!",
"ES6DO","20200429","0910",,"10M","FT8","+04","","Y","E","Y","KO27WX",,,,,,,,,,,,,,,,,,,,,
"PA3BMB","20200429","1624",,"10M","FT8","-01","","Y","E","Y","JO22TP",,,,,,,,,,,,,,,,,,,,,"100.0000"
"IK4LZH","20200429","1627",,"10M","FT8","+08","","Y","E","Y","JN54QM",,,,,,,,,,,,,,,,,,,,,
"EA4HAI","20200429","1629",,"10M","FT8","-13","","Y","E","Y","im68mu",,,,,,,,,,,,,,,,,,,,"Thanks you for QSO,73 de Armando EA4HAI.",
"MI0HZD","20200429","2004",,"15M","FT8","-04","","Y","E","Y","IO74bo",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -04  Rcvd: +14",
"YV5DRN","20200429","2012",,"17M","FT8","-16","","Y","E","Y","FK60eg",,,,,,,,,,,,,,,,,,,,,
"M6ENS","20200429","2015",,"20M","FT8","+16","","Y","E",,"io83vu",,,,,,,,,,,,,,,,,,,,,
"GM7VFR","20200429","2017",,"20M","FT8","+04","","Y","E","Y","IO75QP",,,,,,,,,,,,,,,,,,,,,
"8P6PE","20200429","2024",,"15M","FT8","-15","","Y","E","Y","gk03",,,,,,,,,,,,,,,,,,,,,
"AH6U","20200430","0619",,"20M","FT8","-19","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"K2GT","20200430","0622",,"20M","FT8","-04","","Y","E","Y","BK29ln",,,,,,,,,,,,,,,,,,,,,
"DK7UY","20200430","0656",,"40M","MFSK"," 04","","Y","E","Y","JO44OL",,,,,,,,,,,,,,,,,,,,,
"E73DN","20200430","1137",,"12M","FT8","-07","","Y","E","Y","JN93EU",,,,,,,,,,,,,,,,,,,,,
"OE3ODW","20200430","1153",,"15M","FT8","R 15dB","","Y","E",,"JN88ah",,,,,,,,,,,,,,,,,,,,"73 a.d.EGON SCHIELESTADT TULLN",
"LA3WAA","20200430","1157",,"15M","FT8","-06","","Y","E","Y","jp53hk",,,,,,,,,,,,,,,,,,,,,
"OH2TQ","20200430","1209",,"17M","FT8","+07","","Y","E","Y","KP20MH",,,,,,,,,,,,,,,,,,,,"tnx for QSO,73",
"SM2A","20200430","1215",,"10M","FT8","+13","","Y","E","Y","KP04np",,,,,,,,,,,,,,,,,,,,"FT8  Sent: +13  Rcvd: -06",
"DG5RC","20200430","1217",,"10M","FT8","+14","","Y","E","Y","JN68HV",,,,,,,,,,,,,,,,,,,,,
"DG5RC","20200430","1219",,"10M","FT8","+14","","Y","E","Y","JN68HV",,,,,,,,,,,,,,,,,,,,,
"CP6CL","20200430","1800",,"15M","FT8","-05","","Y","E","Y","FH82id",,,,,,,,,,,,,,,,,,,,,
"CP6CL","20200430","1800",,"15M","FT8","-05","","Y","E","Y","FH82id",,,,,,,,,,,,,,,,,,,,,
"CP6CL","20200430","1800",,"15M","FT8","-05","","Y","E","Y","FH82id",,,,,,,,,,,,,,,,,,,,,
"IU7GTP","20200430","1828",,"12M","FT8","-16","","Y","E","Y","JM99EV",,,,,,,,,,,,,,,,,,,,,
"G1BJE","20200501","0829",,"20M","MFSK","+06","","Y","E","Y","IO92ia",,,,,,,,,,,,,,,,,,,,,
"GB4WSW","20200501","0830",,"20M","MFSK","+13","","Y","E","Y","io81jk",,,,,,,,,,,,,,,,,,,,,
"EI9KF","20200501","0830",,"20M","MFSK","+22","","Y","E","Y","IO64tb",,,,,,,,,,,,,,,,,,,,,
"7X2KF","20200501","0844",,"6M","FT8","-04","","Y","E","Y","JM06pm",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -04  Rcvd: -09","40.0000"
"EA6ZS","20200501","0901",,"10M","FT8","-02","","Y","E","Y","JM19KM",,,,,,,,,,,,,,,,,,,,,
"SA3CFY","20200501","1203",,"20M","MFSK","-13","","Y","E","Y","JP80nq",,,,,,,,,,,,,,,,,,,,,
"OH3EQY","20200501","1206",,"20M","MFSK","-10","","Y","E","Y","kp20kt",,,,,,,,,,,,,,,,,,,,,
"OH3OJ","20200501","1207",,"20M","MFSK","+08","","Y","E","Y","KP20JR",,,,,,,,,,,,,,,,,,,"QTH: OHC335, Riihim?i, KP20JR<",,
"R8AAU","20200501","1208",,"20M","MFSK","-12","","Y","E",,"lo93lj",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"VK8AW","20200501","1211",,"20m","MFSK","-13","","Y","E","Y","ph57",,,,,,,,,,,,,,,,,,,,,
"R6A-12","20200501","1411",,"6M","FT8","-8","","Y","E","Y","LN04hu",,,,,,,,,,,,,,,,,,,,"You WKD with  PB5DX . PSE QSL TU 73!.",
"SV2JAO","20200501","1720",,"15M","CW","599","","Y","E","Y","KN10DN",,,,,,,,,,,,,,,,,,,,,
"EW1I","20200501","1723",,"20M","CW","599","","Y","E","Y","ko33tw",,,,,,,,,,,,,,,,,,,,"TNX for QSO! GL es DX!",
"EA5IIE","20200502","1338",,"17M","FT8","599","","Y","E","Y","IM99TL",,,,,,,,,,,,,,,,,,,,"- 07",
"TR8CA","20200502","1414",,"15M","FT8","-14","","Y","E","Y","JJ40QL",,,,,,,,,,,,,,,,,,,,,
"C31MF","20200503","1733",,"15M","FT8","+09","","Y","E","Y","JN02SM",,,,,,,,,,,,,,,,,,,,,
"YO4RDW","20200504","1105",,"15M","FT8","-08","","Y","E","Y","KN35MR",,,,,,,,,,,,,,,,,,,,,
"SM2A","20200504","1110",,"15M","FT8","+18","","Y","E","Y","KP04np",,,,,,,,,,,,,,,,,,,,"FT8  Sent: +18  Rcvd: -11",
"WP4WW","20200504","1120",,"20M","MFSK","-01","","Y","E","Y","FK68xi",,,,,,,,,,,,,,,,,,,,,
"5H3DX","20200504","1729",,"20M","CW","599","","Y","E","Y","KI93ll",,,,,,,,,,,,,,,,,,,,,
"CX1CAK","20200504","2130",,"20M","FT8","-11","","Y","E","Y","GF15wc",,,,,,,,,,,,,,,,,,,,,
"CX7BBR","20200504","2132",,"20M","FT8","-06","","Y","E","Y","GF15WC",,,,,,,,,,,,,,,,,,,,"73 good dx 2020 RUBEN",
"PJ2LJG","20200504","2133",,"20M","FT8","-17","","Y","E","Y","FK52ND",,,,,,,,,,,,,,,,,,,,,
"OA9DVK","20200504","2154",,"20M","FT8","-13","","Y","E","Y","FI04",,,,,,,,,,,,,,,,,,,,,
"GJ0KYZ","20200505","0913",,"30M","FT8","-3","","Y","E","Y","IN89WF",,,,,,,,,,,,,,,,,,,,,
"YD1MPN","20200505","0925",,"15M","FT8","-10","","Y","E",,"oi33ko",,,,,,,,,,,,,,,,,,,,,
"7Z1IS","20200506","1646",,"20M","MFSK"," 19","","Y","E","Y","LL34HN",,,,,,,,,,,,,,,,,,,,,
"9A1CHRIS","20200506","1647",,"20M","MFSK","+07","","Y","E","Y","JN76wa",,,,,,,,,,,,,,,,,,,,,
"MM0HVU","20200507","1755",,"20M","FT8","+03","","Y","E","Y","IO85DV",,,,,,,,,,,,,,,,,,,,,
"GB1945PE","20200507","1755",,"20M","FT8","+03","","Y","E","Y","IO91OJ",,,,,,,,,,,,,,,,,,,,,
